threshold,val_best_f1,test_oracle_threshold,test_oracle_f1,test_roc_auc,test_average_precision,test_tuned_f1,test_tuned_precision,test_tuned_recall,test_tuned_tn,test_tuned_fp,test_tuned_fn,test_tuned_tp,test_tuned_pred_pos_rate,test_default_f1,test_default_precision,test_default_recall,test_default_tn,test_default_fp,test_default_fn,test_default_tp,test_default_pred_pos_rate,branch,feature_set,source_group,source_weight,model,family,score_type,status,error,train_seconds,source_rows,test_precision,test_recall,tn,fp,fn,tp,blend_members,selection_rank
0.08870095501971334,0.1812865497076023,0.09889006855965427,0.17940199335548176,0.5757978264619631,0.11895304143492894,0.15803814713896458,0.11284046692607004,0.2636363636363636,1353,228,81,29,0.15198107628622118,0.034782608695652174,0.4,0.01818181818181818,1578.0,3.0,108.0,2.0,0.0029568302779420462,baza_feature,engineered,baza_only,0.0,GradientBoosting_d3,boosting,proba,ok,,45.606,,,,,,,,,38.0
0.5135633945465088,0.18120805369127516,,,0.5757115749525616,0.09067637351287781,0.16387959866220736,0.10040983606557377,0.44545454545454544,1142,439,61,49,,0.15151515151515152,,,,,,,,auxiliary_transfer,common_schema,all,0.05,XGB_weighted,XGB_weighted,proba,ok,,1.569,61240.0,0.10040983606557377,0.44545454545454544,1142.0,439.0,61.0,49.0,,39.0
0.3420799108484021,0.1806451612903226,,,0.5798746478063367,0.08967135904682838,0.15283842794759825,0.10057471264367816,0.3181818181818182,1268,313,75,35,,0.03125,,,,,,,,auxiliary_transfer,common_schema,all_kdd,0.05,LR_balanced,LR_balanced,proba,ok,,4.084,111240.0,0.10057471264367816,0.3181818181818182,1268.0,313.0,75.0,35.0,,40.0
0.5411529541015625,0.18055555555555558,0.5861205458641052,0.1691176470588235,0.5664999137484906,0.09207798119517496,0.1643835616438356,0.10975609756097561,0.32727272727272727,1289,292,74,36,0.19396806623299823,0.14873837981407703,0.08709175738724728,0.509090909090909,994.0,587.0,54.0,56.0,0.38024837374334713,baza_feature,core,baza_only,0.0,XGBoost_d1,boosting,proba,ok,,1.599,,,,,,,,,41.0
0.5197410525763575,0.18047882136279927,0.5207657926692518,0.15028901734104047,0.5655712724972687,0.09409217206073972,0.14634146341463414,0.09219858156028368,0.35454545454545455,1197,384,71,39,0.25014784151389713,0.13386880856760375,0.07849293563579278,0.45454545454545453,994.0,587.0,60.0,50.0,0.37670017740981665,baza_feature,core,baza_only,0.0,BalancedRF_d5,imbalance_ensemble,proba,ok,,5.632,,,,,,,,,42.0
0.08735566367887922,0.18000000000000002,0.07520505542426995,0.14772727272727273,0.5569489966074406,0.08159782240624025,0.05747126436781609,0.078125,0.045454545454545456,1522,59,105,5,0.03784742755765819,0.0,0.0,0.0,1581.0,0.0,110.0,0.0,0.0,baza_feature,encoded_no_ka,baza_only,0.0,Ridge_balanced_calibrated,linear,proba,ok,,0.442,,,,,,,,,43.0
0.08735566367887922,0.18000000000000002,0.07520505542426995,0.14772727272727273,0.5569489966074406,0.08159782240624025,0.05747126436781609,0.078125,0.045454545454545456,1522,59,105,5,0.03784742755765819,0.0,0.0,0.0,1581.0,0.0,110.0,0.0,0.0,baza_feature,encoded_compact,baza_only,0.0,Ridge_balanced_calibrated,linear,proba,ok,,0.251,,,,,,,,,44.0
0.30127163456680106,0.1796875,,,0.5806911620953367,0.08987913690871566,0.15873015873015872,0.10152284263959391,0.36363636363636365,1227,354,70,40,,0.01652892561983471,,,,,,,,auxiliary_transfer,common_schema,ibm_cell_kdd,0.1,LR_balanced,LR_balanced,proba,ok,,3.901,108090.0,0.10152284263959391,0.36363636363636365,1227.0,354.0,70.0,40.0,,45.0
0.2652596197559742,0.17953321364452424,,,0.5823184405727101,0.08991879851645321,0.16129032258064516,0.10044642857142858,0.4090909090909091,1178,403,65,45,,0.01694915254237288,,,,,,,,auxiliary_transfer,common_schema,ibm_cell_kdd,0.25,LR_balanced,LR_balanced,proba,ok,,2.723,108090.0,0.10044642857142858,0.4090909090909091,1178.0,403.0,65.0,45.0,,46.0
0.5348050594329834,0.1793372319688109,,,0.5809527916738543,0.08686888696719477,0.13147410358565736,0.08418367346938775,0.3,1222,359,77,33,,0.13984461709211987,,,,,,,,auxiliary_transfer,common_schema,hf_all_orange,0.25,XGB_weighted,XGB_weighted,proba,ok,,1.568,80179.0,0.08418367346938775,0.3,1222.0,359.0,77.0,33.0,,47.0
