Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,Active_Ratio,Not_Active_subscribers,Mobile_Revenue_Ratio,Inactive_Ratio,CRM_PID_Value_Segment,EffectiveSegment,CHURN
-0.4841023032820756,-1.02873786787071,-0.06996441894440315,-1.0299140824836583,0.7914268889424502,-3.0115775863286833,0.26612116814205017,0.08437284514641268,3.07813574997173,0.0,4.0,0
-0.6792996305880947,-1.02873786787071,-0.06996441894440315,-1.0299140824836583,-0.45014038209897445,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,3.0,4.0,0
-0.4841023032820756,-1.02873786787071,-0.06996441894440315,-1.0299140824836583,-0.60528150950761,-0.1846430102698164,-0.15850393114154954,0.08437284514641268,0.21454462109442368,0.0,4.0,0
-0.09370764867003738,-1.02873786787071,-0.06996441894440315,-1.0299140824836583,-0.6986291370161957,-1.3363570968123177,0.26612116814205017,0.08437284514641268,1.3811928587851778,0.0,4.0,0
-0.38650363962906603,-1.02873786787071,-0.06996441894440315,-1.0299140824836583,-0.45014038209897445,-1.59811029829925,0.12457946838085027,0.08437284514641268,1.6463401855330766,0.0,4.0,0
-0.4841023032820756,-1.0270803738296015,-0.06996441894440315,-1.0282675084001158,-0.44794912323727054,-1.1269545356227724,-0.016962231380349628,0.08437284514641268,1.169074997386859,0.0,4.0,0
-0.28890497597605647,-1.0270803738296015,-0.06996441894440315,-1.0282675084001158,-0.6035285024182468,-1.2615704678160518,0.12457946838085027,0.08437284514641268,1.3054364797143496,0.0,4.0,0
-0.6792996305880947,-1.0270803738296015,-0.06996441894440315,-1.0282675084001158,-0.44794912323727054,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,1
-0.4841023032820756,-1.0255203794379701,-0.06996441894440315,-1.0267177916156052,-0.6017754953288836,-0.1846430102698164,-0.15850393114154954,0.08437284514641268,0.21454462109442368,0.0,4.0,1
-0.4841023032820756,-1.0255203794379701,-0.06996441894440315,-1.0267177916156052,-0.6017754953288836,-0.1846430102698164,-0.15850393114154954,0.08437284514641268,0.21454462109442368,0.0,4.0,0
-0.6792996305880947,-1.0255203794379701,-0.06996441894440315,-1.0267177916156052,-0.44531961260322594,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.4841023032820756,-1.0255203794379701,-0.06996441894440315,-1.0267177916156052,-0.44531961260322594,-1.1269545356227724,-0.016962231380349628,0.08437284514641268,1.169074997386859,0.0,4.0,0
-0.38650363962906603,-1.0238628853968619,-0.06996441894440315,-1.0250712175320627,0.8133394775594891,-3.168629507220843,0.40766286790325007,0.08437284514641268,3.2372241460204685,0.0,4.0,0
-0.7768982942411042,-1.0238628853968619,-0.06996441894440315,-1.0250712175320627,-0.12890183297318406,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.6792996305880947,-1.0238628853968619,-0.06996441894440315,-1.0250712175320627,-0.44312835374152204,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.28890497597605647,-1.0238628853968619,-0.06996441894440315,-1.0250712175320627,0.8133394775594891,-3.280809450715242,0.54920456766445,0.08437284514641268,3.350858714626711,0.0,4.0,0
-0.5817009669350851,-1.0238628853968619,-0.06996441894440315,-1.0250712175320627,-0.6000224882395206,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
-0.7768982942411042,-1.0238628853968619,-0.06996441894440315,-1.0250712175320627,0.8133394775594891,-1.59811029829925,-0.15850393114154954,0.08437284514641268,1.6463401855330766,0.0,4.0,0
-0.38650363962906603,-1.0222053913557534,-0.06996441894440315,-1.0234246434485201,-0.5982694811501575,-0.8128506938384539,-0.016962231380349628,0.08437284514641268,0.8508982052893804,0.0,4.0,0
-0.4841023032820756,-1.0222053913557534,-0.06996441894440315,-1.0234246434485201,-0.5982694811501575,-0.1846430102698164,-0.15850393114154954,0.08437284514641268,0.21454462109442368,2.0,4.0,0
-0.38650363962906603,-1.0222053913557534,-0.06996441894440315,-1.0234246434485201,-0.755601867420497,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,2.0,4.0,0
-0.5817009669350851,-1.0222053913557534,-0.06996441894440315,-1.0234246434485201,-0.5982694811501575,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,2.0,4.0,0
-0.7768982942411042,-1.020645396964122,-0.06996441894440315,-1.0218749266640095,-0.12145155284339074,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
0.10148967863598171,-1.020645396964122,-0.06996441894440315,-1.0218749266640095,-0.6911788568864025,-1.81227200860674,0.54920456766445,0.08437284514641268,1.8632789074177207,0.0,4.0,0
-0.5817009669350851,-1.020645396964122,-0.06996441894440315,-1.0218749266640095,-0.5965164740607943,0.757668515083139,-0.30004563090274944,0.08437284514641268,-0.7399857551980117,0.0,4.0,0
